crispAI-base,crispAI-annot,crispAI-long
0.2968156281863169,0.30867753852992985,0.2566873551292501
0.294204110317472,0.34809547628388526,0.3121424290291481
0.2771058600121595,0.3739639945864017,0.3034668971484729
0.3140493430007458,0.36843713160304126,0.3028125679885261
0.2953586900908105,0.38118504164413747,0.2959496454729038
